MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:39084092	0.0088	0.0127	0.06259999999999999	-0.005205	0.01437	0.064902
1:39084221	-0.0185	0.0226	0.0675	0.041552	0.034819	0.055468
1:39084249	-0.0442	0.0335	0.0298	0.037751	0.049019	0.032758
1:39084336	0.0094	0.012	0.19410000000000005	-0.014165	0.008322	0.229153
1:39085155	0.0169	0.0076	0.22030000000000005	0.013077	0.008295	0.234348
1:39085236	0.0035	0.0066	0.3496	-0.004199	0.007425	0.347809
1:39085279	-0.0134	0.0136	0.1429	-0.01128	0.009271	0.168874
1:39085297	0.0153	0.0075	0.22360000000000002	-0.012852	0.008288	0.235035
1:39085977	-0.0184	0.0086	0.1576	-0.009772	0.00925	0.168789
1:39087041	0.0054	0.0095	0.118	0.006277	0.010656	0.126934
1:39087420	-0.0184	0.0086	0.1573	-0.009296	0.009252	0.168631
1:39087604	-0.0181	0.0086	0.1573	-0.0094	0.009252	0.1685
1:39087924	-0.0007	0.0135	0.0557	-0.017151	0.015166	0.060186
1:39088431	0.0304	0.0206	0.026	0.027728	0.022553	0.028491
1:39088735	0.0027	0.0068	0.29079999999999995	-0.003215	0.007706	0.291766
1:39088807	0.0008	0.0077	0.193	0.008499	0.00898	0.188865
1:39088888	-0.0084	0.043	0.006800000000000028	-0.062571	0.069535	0.012979
1:39089156	0.0182	0.0127	0.2909	0.012217	0.013408	0.298238
1:39089157	0.0106	0.0128	0.32130000000000003	0.009494	0.020046	0.345731
1:39089158	-0.0063	0.0238	0.10599999999999998	-0.024061	0.035956	0.12851999999999997
1:39089159	0.037	0.0358	0.07509999999999994	0.09181	0.062046	0.03895000000000004
1:39089186	0.001	0.0076	0.2007	0.008888	0.008747	0.19684
1:39089238	-0.0104	0.0117	0.07440000000000002	0.028882	0.013742	0.067439
1:39089589	0.0387	0.0166	0.0355	0.039679	0.019703	0.032603
1:39090095	0.0002	0.0087	0.143	0.019373	0.010029	0.13574
1:39090577	-0.0006	0.0076	0.2005	-0.009192	0.008724	0.19668
1:39091681	0.031	0.0159	0.0406	0.045963	0.018991	0.034774
1:39091928	0.0515	0.0242	0.0411	0.045772	0.018972	0.034789
1:39092056	0.0004	0.0076	0.1997	-0.00841	0.008715	0.196603
1:39092134	-0.0086	0.011	0.0869	-0.009629	0.012095	0.09343
1:39092449	-0.0025	0.0065	0.3268	-0.009142	0.007385	0.324892
1:39092491	0.0027	0.0065	0.3268	0.009049	0.007386	0.324916
1:39092795	-0.0267	0.0247	0.0194	0.022692	0.028262	0.02336
1:39092970	0.0028	0.0065	0.3289	0.009364	0.007431	0.321725
1:39093207	-0.0035	0.0065	0.33030000000000004	-0.009263	0.007385	0.325622
1:39094068	-0.0122	0.0298	0.0127	0.025981	0.032754	0.014203
1:39094082	-0.019	0.0094	0.1432	-0.030941	0.011105	0.145488
1:39094635	0.0308	0.0471	0.0057	-0.17185	0.173807	0.011436000000000002
1:39095135	-0.0156	0.0137	0.0554	0.007119	0.014812	0.063208
1:39096048	-0.0003	0.0076	0.19889999999999997	-0.007936	0.008745	0.196005
1:39096736	-0.0183	0.054	0.0059	0.0129	0.149325	0.012494000000000005
1:39098432	0.0022	0.0144	0.05300000000000005	-0.013501	0.016954	0.04657
1:39098783	-0.0033	0.0114	0.20340000000000003	-0.00875	0.008832	0.192647
1:39098837	0.0098	0.0106	0.2938	0.012058	0.007898	0.294235
1:39099624	0.0081	0.011	0.08660000000000001	0.008086	0.012112	0.092325
1:39099670	0.0239	0.0103	0.1045	-0.003097	0.011818	0.105141
1:39100405	0.0077	0.0109	0.08840000000000003	0.008345	0.012085	0.092856
1:39100863	-0.0128	0.023	0.0242	0.058184	0.073637	0.012724
1:39101393	-0.0234	0.0918	0.0022	-0.321347	0.319695	0.010396
1:39102201	-0.024	0.0103	0.10440000000000005	0.002942	0.011802	0.104778
1:39102766	-0.0087	0.0109	0.0882	-0.007978	0.0121	0.092193
1:39103010	0.0003	0.0076	0.1993	0.008368	0.008725	0.196587
1:39103234	-0.0021	0.0504	0.006299999999999972	-0.063145	0.069496	0.012988
1:39103280	0.0005	0.0076	0.1994	0.008391	0.008725	0.196571
1:39103413	-0.0035	0.0065	0.33020000000000005	-0.009265	0.007388	0.325414
1:39103565	0.0005	0.0076	0.1994	0.008401	0.008725	0.196561
1:39103961	0.0086	0.0113	0.0796	0.029194	0.013483	0.068652
1:39104269	-0.0157	0.0072	0.26949999999999996	0.002868	0.008073	0.273163
1:39104297	0.0068	0.0092	0.1294	0.006987	0.010449	0.128261
1:39104311	-0.0377	0.0167	0.034499999999999975	-0.038635	0.01975	0.032308
1:39104333	0.0079	0.011	0.08660000000000001	0.008938	0.01211	0.092652
1:39106044	0.0319	0.0567	0.0054	-0.058484	0.075395	0.018442
1:39106730	0.0369	0.0162	0.0379	0.03973	0.019326	0.03355
1:39106907	0.0079	0.011	0.08650000000000002	0.008791	0.012121	0.0927
1:39107599	-0.0037	0.0065	0.32999999999999996	-0.009306	0.00739	0.325473
1:39107675	-0.0392	0.0161	0.038799999999999946	-0.04015	0.019266	0.03371
1:39107768	0.0369	0.0162	0.0379	0.039639	0.019329	0.03356
1:39107997	-0.0037	0.0065	0.32999999999999996	-0.009415	0.00739	0.325459
1:39108549	0.0037	0.0065	0.33	0.009345	0.007393	0.325445
1:39108725	-0.0038	0.0065	0.33030000000000004	-0.009548	0.0074	0.326765
1:39108736	0.0012	0.0135	0.05559999999999998	0.017069	0.015218	0.060251
1:39109449	-0.0396	0.0161	0.0393	-0.043494	0.018933	0.036132
1:39109545	0.0176	0.05	0.0125	0.026779	0.032745	0.014195
1:39109615	0.0008	0.0076	0.2013	0.007647	0.008686	0.201643
1:39109788	0.0132	0.019	0.0322	-0.056014	0.051151	0.034318
1:39110084	0.0137	0.0229	0.0557	-0.006514	0.018275	0.060613
1:39110541	-0.0009	0.0076	0.20140000000000002	-0.008715	0.008742	0.197247
1:39110619	-0.0153	0.0073	0.2757	-0.016975	0.009185	0.262537
1:39110987	0.0087	0.0626	0.0051	-0.418786	0.153184	0.01180199999999998
1:39111080	-0.0369	0.0166	0.035599999999999965	-0.038116	0.019697	0.032675
1:39111150	0.0044	0.137	0.0014	0.201345	0.170655	0.015353
1:39111495	-0.0076	0.011	0.0864	-0.009375	0.012153	0.092764
1:39112203	-0.008	0.011	0.0864	-0.009347	0.012148	0.092766
1:39112443	-0.0079	0.011	0.0863	-0.009366	0.01215	0.092761
1:39112671	0.049	0.025	0.0381	0.039238	0.019426	0.033505
1:39112679	0.0029	0.0115	0.2024	0.009734	0.00891	0.191368
1:39112691	-0.062	0.0256	0.03610000000000002	0.03713	0.01974	0.03308
1:39112715	0.0205	0.1349	0.0014999999999999458	-0.120543	0.110767	0.035769
1:39112726	0.0134	0.017	0.0836	0.02775	0.013827	0.067829
1:39112735	0.0021	0.0117	0.2043	0.008356	0.009083	0.194815
1:39112813	-0.0028	0.0233	0.0481	-0.006101	0.016043	0.057896
1:39113166	-0.014	0.0108	0.28879999999999995	-0.00552	0.008121	0.288859
1:39113212	-0.0007	0.0119	0.1982	0.00955	0.009223	0.188204
1:39113242	0.0262	0.014	0.1493	0.001612	0.010068	0.165659
1:39113255	0.0143	0.0115	0.2233	0.01426	0.00879	0.216643
1:39113368	-0.0164	0.0148	0.16369999999999996	-0.019389	0.012332	0.153155
1:39113377	0.0047	0.0231	0.0723	-0.002105	0.033355	0.066813
1:39113395	0.0114	0.0174	0.086	-0.008201	0.012346	0.100274
1:39113518	0.0044	0.0116	0.2058	0.013573	0.008958	0.1948
1:39113778	-0.0008	0.0131	0.165	0.016366	0.010053	0.158288
1:39114129	0.0269	0.0273	0.015499999999999958	-0.045999	0.035904	0.013061
1:39114511	-0.0565	0.0208	0.0319	-0.010794	0.018501	0.046128
1:39114995	0.0353	0.0163	0.0376	0.033881	0.019525	0.033122
1:39115477	-0.005	0.0068	0.2823	-0.012629	0.007775	0.269386
1:39115623	0.0057	0.0113	0.08530000000000004	-0.008711	0.012542	0.088789
1:39116455	-0.0162	0.0098	0.36319999999999997	0.011688	0.008672	0.34796
1:39116691	-0.0333	0.0296	0.0146	0.019357	0.033829	0.01664
1:39117211	0.0643	0.0369	0.02070000000000005	-0.024532	0.032598	0.01744
1:39117213	0.0044	0.0178	0.0768	-0.006095	0.014763	0.082085
1:39117367	0.0362	0.0163	0.0377	0.032416	0.019569	0.032998
1:39117496	-0.0116	0.0063	0.37770000000000004	-0.009542	0.007196	0.369568
1:39117504	-0.0117	0.0063	0.37739999999999996	-0.00928	0.007207	0.368767
1:39117761	0.0118	0.007	0.255	0.011461	0.008072	0.243782
1:39118179	-0.0114	0.007	0.256	-0.011297	0.008069	0.243825
1:39118452	-0.0089	0.011	0.0866	-0.009129	0.01215	0.092863
1:39118519	0.0024	0.009	0.1352	0.019161	0.010371	0.131887
1:39119083	0.0131	0.0086	0.1633	0.002673	0.009196	0.167872
1:39119898	-0.0138	0.0086	0.16410000000000002	0.002598	0.009178	0.169541
1:39120439	0.0236	0.0288	0.0136	-0.005038	0.039226	0.012792
1:39120658	-0.0065	0.0077	0.21040000000000003	-0.004769	0.008249	0.214386
1:39121231	-0.0123	0.007	0.2559	-0.011625	0.008019	0.244526
1:39121287	0.0417	0.0184	0.0293	0.036179	0.022628	0.025307
1:39121420	0.0051	0.0076	0.2135	0.001632	0.008219	0.219494
1:39121498	-0.0089	0.011	0.0867	-0.008709	0.012134	0.092793
1:39121675	-0.0062	0.0113	0.0858	-0.007585	0.012535	0.08963
1:39122297	-0.0072	0.0061	0.4911	-0.009862	0.006898	0.48013399999999995
1:39122502	-0.0042	0.0069	0.2723	-0.011055	0.007879	0.26155
1:39122694	-0.0035	0.0084	0.15869999999999995	-0.017168	0.009808	0.143391
1:39122699	-0.0283	0.0269	0.0161	0.047103	0.036006	0.013121
1:39122885	0.0074	0.0061	0.486	0.009181	0.006895	0.478627
1:39122886	0.0057	0.0077	0.2127	-0.001045	0.008415	0.215121
1:39123603	0.0118	0.0063	0.3672	0.009806	0.007187	0.359098
1:39123696	-0.0034	0.0175	0.07899999999999996	-0.004581	0.014425	0.084211
1:39124430	-0.0161	0.0062	0.413	-0.010687	0.006995	0.42178
1:39124654	-0.0053	0.0076	0.21599999999999997	0.001687	0.00818	0.221499
1:39125052	0.0125	0.0189	0.0323	-0.050211	0.051042	0.034782
1:39125325	0.0034	0.0069	0.2688	0.011374	0.007902	0.258189
1:39125390	-0.0057	0.0076	0.21689999999999998	-0.001833	0.008173	0.221753
1:39125687	-0.0006	0.0179	0.07640000000000002	-0.005124	0.014754	0.082199
1:39125719	0.0394	0.0184	0.0295	0.033516	0.022595	0.025336
1:39125973	0.0028	0.0084	0.1548	0.01856	0.009872	0.139863
1:39126343	0.0387	0.0184	0.0295	0.033251	0.022603	0.02533
1:39126655	-0.0395	0.035	0.0111	0.016292	0.037292	0.015152
1:39126791	-0.0316	0.0131	0.0669	-0.009062	0.014033	0.071995
1:39126927	-0.1101	0.0838	0.0028000000000000247	-0.01639	0.094193	0.020217
1:39126938	0.0142	0.0062	0.40980000000000005	0.011005	0.006979	0.41775
1:39127081	-0.0101	0.0062	0.3953	-0.011362	0.007077	0.386902
1:39127471	-0.0039	0.0076	0.2156	-0.000258	0.008188	0.221162
1:39127567	-0.01	0.0062	0.3912	-0.01059	0.007113	0.382662
1:39128423	-0.0115	0.0279	0.0152	-0.028638	0.02761	0.019332
1:39128601	0.0019	0.0081	0.1691	0.014982	0.009433	0.160132
1:39129295	-0.0123	0.0068	0.2671	-0.01054	0.007832	0.261331
1:39129302	-0.0086	0.0138	0.0553	0.008317	0.015191	0.06135
1:39130023	-0.0101	0.0062	0.394	-0.011876	0.007079	0.386338
1:39130160	0.0012	0.0067	0.295	0.013905	0.007678	0.285272
1:39130526	-0.0708	0.0424	0.0106	-0.06074	0.090199	0.013811
1:39131373	0.0051	0.0061	0.49239999999999995	0.010447	0.00689	0.498663
1:39131735	-0.0016	0.0067	0.2946	0.013783	0.007676	0.284948
1:39131955	-0.0018	0.0077	0.21240000000000003	0.000288	0.008224	0.219409
1:39132350	0.0154	0.0104	0.3218	0.008175	0.007802	0.326233
1:39132461	0.0152	0.0096	0.3768	0.011183	0.007242	0.373628
1:39133299	0.0128	0.0068	0.2666	0.010514	0.007833	0.261262
1:39133417	0.0002	0.0095	0.1232	0.006558	0.010981	0.119059
1:39133418	-0.0002	0.0095	0.12339999999999995	0.006408	0.010973	0.119179
1:39133868	0.1079	0.0769	0.0029	-0.034553	0.046489	0.011289
1:39134211	-0.0135	0.0068	0.26580000000000004	0.010259	0.007835	0.261029
1:39134642	0.012	0.0068	0.2675	0.010834	0.007827	0.261377
1:39134880	-0.0114	0.0062	0.4104	-0.008796	0.00703	0.406245
1:39134898	-0.01	0.0062	0.394	-0.011876	0.007076	0.386331
1:39134934	-0.0001	0.0093	0.1254	0.006799	0.010586	0.124653
1:39135188	-0.0143	0.0062	0.3933	-0.011354	0.007036	0.397246
1:39135266	-0.0053	0.0061	0.4901	-0.010904	0.006928	0.495614
1:39135474	-0.0101	0.0062	0.39549999999999996	0.012266	0.007079	0.386698
1:39135729	-0.01	0.0062	0.394	-0.012378	0.00708	0.386185
1:39135748	0.0002	0.0094	0.1253	0.007147	0.010581	0.124747
1:39136392	0.0001	0.0094	0.12519999999999998	-0.007068	0.010584	0.12475
1:39136572	-0.1702	0.0915	0.0027	0.091896	0.2435	0.01319999999999999
1:39136576	0.0103	0.0062	0.3938	0.012535	0.007081	0.386034
1:39137056	0.0109	0.0062	0.3953	0.012559	0.007081	0.386467
1:39137072	-0.0138	0.0062	0.3936	-0.011477	0.007037	0.397716
1:39137129	0.0016	0.0094	0.1233	0.006141	0.01067	0.122399
1:39137655	-0.008	0.0109	0.0889	-0.00506	0.012026	0.094634
1:39137743	-0.0137	0.0062	0.3933	-0.011229	0.007046	0.397851
1:39137829	0.1093	0.0837	0.0028	0.015624	0.094172	0.020272
1:39138256	-0.0679	0.1105	0.0016	-0.16257	0.26057	0.014174
1:39138673	0.1418	0.1098	0.0017	0.016869	0.110543	0.014807
1:39139088	0.0258	0.0176	0.0356	0.042609	0.021392	0.027807
1:39139102	0.0028	0.0067	0.2927	0.014301	0.007709	0.281837
1:39139221	0.0119	0.0068	0.2695	0.012445	0.007827	0.263209
1:39139260	-0.0105	0.0062	0.3953	-0.013043	0.007078	0.385796
1:39139905	-0.0324	0.0178	0.03380000000000005	-0.044411	0.021707	0.027368
1:39139947	-0.0103	0.0062	0.394	-0.013178	0.007078	0.38536
1:39140041	0.0342	0.0192	0.026	0.039196	0.023095	0.024521
1:39140254	0.011	0.0062	0.3957	0.013463	0.007079	0.38624
1:39140450	0.0023	0.0077	0.2099	-0.002884	0.008347	0.218355
1:39140609	0.0028	0.0067	0.2933	0.01481	0.007713	0.282367
1:39141113	0.0017	0.0125	0.194	0.011346	0.009928	0.214331
1:39141508	-0.0187	0.2211	0.0005	-0.092921	0.135261	0.013634999999999953
1:39141738	0.0016	0.008	0.1949	0.001998	0.008576	0.1989
1:39142008	0.0273	0.0424	0.0083	-0.18787	0.103244	0.017812
1:39142329	0.0274	0.0504	0.01849999999999996	-0.055635	0.050339	0.015743
1:39142643	0.0911	0.1784	0.0006	0.083266	0.112779	0.024564
1:39142655	0.0131	0.0067	0.286	0.008589	0.007699	0.282178
1:39142683	-0.0883	0.0542	0.005700000000000038	0.021748	0.195321	0.011311
1:39143056	0.005	0.0061	0.4951	0.009932	0.006927	0.497997
1:39143308	-0.0251	0.0244	0.0197	0.001395	0.025892	0.021853
1:39144793	-0.0144	0.0063	0.41359999999999997	-0.011093	0.007178	0.40745
1:39145390	-0.0095	0.0111	0.0888	-0.004934	0.012249	0.092435
1:39145609	0.007	0.013	0.0696	0.016221	0.013847	0.073995
1:39145645	0.0059	0.0065	0.4106	0.010421	0.007365	0.403298
1:39145901	0.0184	0.0071	0.2599	0.005916	0.008128	0.262808
1:39145914	0.0103	0.0114	0.08550000000000002	-0.000554	0.012936	0.084293
1:39146095	0.0809	0.0699	0.0035	-0.407784	0.330512	0.010799
1:39146096	0.0551	0.0838	0.003	0.059135	0.092856	0.022645
1:39146672	0.0137	0.0212	0.02739999999999998	0.036698	0.03322	0.020013
1:39146994	0.0282	0.0292	0.0146	-0.006501	0.068522	0.013856
1:39147009	0.0078	0.0183	0.0302	0.008163	0.02562	0.020904
1:39147240	-0.0085	0.0116	0.07499999999999996	-0.013117	0.015479	0.06009
1:39147271	0.0122	0.0186	0.029	0.005492	0.024865	0.023754
1:39147348	-0.0131	0.027	0.03469999999999995	0.009395	0.019712	0.035772
1:39147351	-0.0114	0.0208	0.06410000000000005	0.015007	0.01748	0.055506
1:39147354	-0.0088	0.0121	0.1015	0.00595	0.034102	0.092172
1:39147553	0.0019	0.0136	0.05910000000000004	-0.008039	0.015904	0.062392
1:39147617	-0.007	0.0072	0.26759999999999995	0.002944	0.008353	0.25134
1:39147963	0.0055	0.0083	0.1883	-0.008631	0.009307	0.190379
1:39148145	-0.006	0.0072	0.26880000000000004	0.002081	0.00834	0.254382
1:39148622	-0.0093	0.0115	0.07640000000000002	-0.01347	0.014566	0.061877
1:39148738	-0.0066	0.0072	0.2671	0.002849	0.008305	0.250801
1:39149139	-0.0099	0.0115	0.0766	-0.014013	0.014482	0.062224
1:39149146	0.0509	0.0261	0.0328	0.00801	0.024526	0.020541
1:39149152	-0.0246	0.0119	0.483	0.018584	0.017109	0.452651
1:39149755	0.0054	0.0083	0.1863	-0.008358	0.009249	0.187691
1:39149905	-0.0105	0.0139	0.0582	-0.006864	0.015106	0.061066
1:39150005	-0.0142	0.0183	0.02949999999999997	-0.007017	0.024432	0.020589
1:39150823	0.0061	0.0221	0.0238	-0.017589	0.029624	0.024196
1:39150925	0.0143	0.0183	0.0292	0.007965	0.024433	0.020515
1:39150980	-0.0322	0.0619	0.0052	-0.080399	0.163981	0.012046000000000001
1:39151653	0.0633	0.0327	0.023	0.034484	0.028611	0.021504
1:39152108	-0.0094	0.0148	0.04259999999999997	-0.014384	0.017869	0.03907
1:39152560	0.0091	0.0141	0.0476	0.015615	0.017379	0.041349
1:39152859	0.0016	0.009	0.1531	-0.018778	0.009731	0.164516
1:39153020	0.0198	0.011	0.2833	-0.002391	0.009685	0.255637
1:39153026	0.0038	0.0114	0.4139	-0.002478	0.011134	0.38682
1:39153589	0.0124	0.0108	0.1028	0.002159	0.013306	0.097234
1:39153779	0.0092	0.0148	0.0426	0.015816	0.017723	0.039141
1:39154612	-0.0006	0.0135	0.0594	0.005842	0.015672	0.061724
1:39154742	0.0091	0.0148	0.0426	0.016058	0.017678	0.039163
1:39155369	-0.013	0.0181	0.02969999999999995	0.007405	0.023793	0.02069
1:39156094	0.0122	0.0114	0.0767	0.013915	0.01402	0.062252
1:39156143	-0.0092	0.0148	0.04259999999999997	-0.01593	0.017601	0.039215
1:39156219	-0.0432	0.0468	0.024	-0.065668	0.090454	0.024924
1:39157176	0.0082	0.0064	0.44620000000000004	-0.004539	0.00789	0.469189
1:39157405	-0.0063	0.0163	0.0383	0.012376	0.017883	0.03806
1:39157926	0.0622	0.2022	0.0007000000000000339	-0.181341	0.142554	0.015113
1:39157940	-0.0157	0.0179	0.030200000000000005	-0.007285	0.023025	0.021159
1:39157975	-0.0093	0.0148	0.04269999999999996	-0.016005	0.017541	0.039265
1:39158463	0.0171	0.016	0.0462	0.014443	0.02049	0.049295
1:39158505	0.0342	0.0416	0.007099999999999995	0.074239	0.076555	0.020193
1:39158546	0.0237	0.0215	0.0469	0.021207	0.019672	0.047659
1:39158704	0.0162	0.0178	0.0302	0.006585	0.022946	0.021158
1:39158760	-0.0121	0.011	0.3266	-0.007554	0.009708	0.303246
1:39158764	-0.02	0.0109	0.28180000000000005	-0.002263	0.009463	0.253564
1:39159100	-0.0131	0.0113	0.07750000000000001	-0.013568	0.013729	0.062944
1:39159437	0.0179	0.0209	0.0261	0.015955	0.021997	0.033314
1:39159734	-0.0081	0.0064	0.4452	0.003812	0.007828	0.465104
1:39159843	-0.0097	0.0148	0.04259999999999997	-0.015506	0.017428	0.039271
1:39159890	0.0101	0.0147	0.0434	0.015575	0.017249	0.041106
1:39160113	-0.0125	0.0113	0.07709999999999995	0.013663	0.013748	0.062876
1:39160158	-0.0124	0.0113	0.07709999999999995	-0.013666	0.013747	0.062878
1:39160381	0.0079	0.0071	0.2657	-0.002301	0.008051	0.247582
1:39160508	-0.0151	0.0181	0.029100000000000015	0.009092	0.022908	0.021164
1:39160542	-0.0005	0.0089	0.1551	-0.017521	0.00959	0.162357
1:39160599	-0.0021	0.009	0.1525	-0.017636	0.009602	0.161925
1:39160675	0.0129	0.0113	0.0774	0.013571	0.013721	0.063001
1:39161755	0.0308	0.0198	0.0256	0.048071	0.024008	0.023193
1:39162478	-0.0547	0.0244	0.034599999999999964	0.011963	0.026211	0.025425
1:39162558	0.0172	0.0177	0.0307	0.005751	0.022784	0.021358
1:39162722	0.0148	0.0178	0.0305	0.005934	0.022779	0.021361
1:39162953	-0.0092	0.0148	0.04259999999999997	-0.016358	0.017409	0.039269
1:39163002	-0.0242	0.0222	0.02210000000000001	-0.019583	0.029832	0.021579
1:39163040	-0.0149	0.0178	0.03059999999999996	-0.006196	0.022773	0.02144
1:39163072	-0.0099	0.0148	0.04249999999999998	-0.015825	0.017414	0.039231
1:39163383	-0.0495	0.0247	0.03469999999999995	0.013245	0.026305	0.024045
1:39163474	0.0163	0.0165	0.035	0.010077	0.021594	0.023735
1:39163490	0.0642	0.0619	0.0047	0.258981	0.12374	0.010897000000000046
1:39164153	0.0159	0.0165	0.0348	0.010112	0.021593	0.023602
1:39164508	-0.002	0.0088	0.16	-0.017692	0.009538	0.164071
1:39164661	-0.0152	0.0165	0.03480000000000005	-0.010103	0.021592	0.023602
1:39165167	-0.0302	0.0284	0.016000000000000014	-0.040086	0.086973	0.017465
1:39165402	0.0022	0.0089	0.15249999999999997	-0.018829	0.009566	0.162224
1:39165578	0.031	0.0201	0.0253	0.045289	0.024207	0.023014
1:39166086	-0.0145	0.0179	0.0359	0.018301	0.04019	0.036392
1:39166218	-0.0152	0.0178	0.03059999999999996	-0.005535	0.022758	0.021375
1:39166432	0.0151	0.0178	0.0306	0.006119	0.02275	0.02143
1:39166659	0.0023	0.0089	0.15249999999999997	0.019044	0.009546	0.162396
1:39166802	-0.0021	0.0088	0.1598	-0.017943	0.009505	0.164298
1:39166952	-0.008	0.0064	0.4277	0.003245	0.007852	0.446336
1:39167106	0.0132	0.0113	0.0774	0.013558	0.013711	0.062957
1:39167114	-0.0132	0.0113	0.07740000000000002	-0.013626	0.013712	0.062954
1:39167761	-0.015	0.0178	0.03059999999999996	0.005544	0.022751	0.021361
1:39167809	-0.0077	0.011	0.0968	-0.00584	0.014585	0.093539
1:39168349	-0.0151	0.0435	0.0071	0.101526	0.142621	0.010919000000000012
1:39168357	0.0222	0.0248	0.0346	0.0357	0.025741	0.031208
1:39168361	0.0217	0.0248	0.0345	0.035462	0.025749	0.031076
1:39168364	0.0221	0.0248	0.0346	0.035688	0.025743	0.031204
1:39169115	0.0237	0.021	0.0248	0.022238	0.022128	0.030182
1:39169274	-0.0119	0.0152	0.0483	0.003927	0.019673	0.043613
1:39169502	-0.0155	0.0143	0.049699999999999966	-0.014193	0.019119	0.030418
1:39169657	0.0161	0.0161	0.0458	0.017662	0.020268	0.049037
1:39169671	0.0155	0.0143	0.0498	0.015054	0.019088	0.030481
1:39169754	-0.008	0.0075	0.23560000000000003	0.005733	0.008434	0.216181
1:39169835	0.0371	0.037	0.009	0.039849	0.050313	0.01296
1:39171935	0.0148	0.0182	0.0284	0.009512	0.022892	0.021237
1:39172084	-0.0203	0.0281	0.0133	-0.001548	0.036045	0.01301
1:39172288	-0.0091	0.0148	0.04249999999999998	-0.015317	0.017454	0.039103
1:39172747	-0.0069	0.0067	0.4019	-0.00078	0.008257	0.410033
1:39172748	0.0151	0.0178	0.0308	0.007783	0.022667	0.021608
1:39172872	0.015	0.0178	0.0306	0.005816	0.022755	0.02143
1:39172873	0.0102	0.0148	0.0425	0.016101	0.017454	0.039107
1:39173318	0.0293	0.0198	0.026	0.047472	0.023781	0.023238
1:39173333	-0.0129	0.0113	0.07740000000000002	0.014029	0.013732	0.062948
1:39173362	0.0063	0.0067	0.3219	-0.001438	0.007646	0.308011
1:39173540	0.0327	0.0206	0.0237	0.045415	0.024742	0.021917
1:39173842	-0.0089	0.011	0.0967	-0.00711	0.01449	0.093869
1:39174396	-0.0005	0.0137	0.0584	0.00723	0.015616	0.061178
1:39174617	0.0288	0.0221	0.0226	0.017462	0.029349	0.021971
1:39175181	-0.0183	0.0655	0.0044999999999999485	0.50454	0.341929	0.012
1:39176210	0.0298	0.0269	0.017100000000000004	0.004676	0.066262	0.025479
1:39177267	-0.0398	0.0545	0.005900000000000016	-0.076455	0.073344	0.013407
1:39178129	-0.013	0.0113	0.07740000000000002	0.014466	0.013747	0.062959
1:39178130	-0.0495	0.042	0.007	-0.07432	0.076342	0.020208
1:39178647	-0.0374	0.024	0.0206	0.033602	0.062231	0.022649
1:39178895	0.0145	0.018	0.0302	0.004548	0.02283	0.021358
1:39179003	0.015	0.018	0.0303	0.003818	0.022808	0.021499
1:39179084	0.0131	0.0114	0.0769	0.015861	0.013776	0.062778
1:39179128	0.0225	0.0218	0.0232	0.018266	0.022146	0.030015
1:39179364	-0.0103	0.0141	0.047699999999999965	-0.022328	0.016918	0.041429
1:39179454	-0.0004	0.0107	0.0999	-0.007046	0.013699	0.093937
1:39179618	0.0111	0.0148	0.0424	0.019524	0.017474	0.039073
1:39179702	0.0132	0.0181	0.0295	0.003262	0.022851	0.021377
1:39180158	-0.0235	0.0267	0.0177	0.022091	0.037396	0.019579
1:39180341	0.0972	0.0785	0.0027	0.426703	0.260724	0.011841
1:39181311	0.0332	0.0198	0.0264	0.045585	0.023772	0.023328
1:39182130	0.0144	0.0138	0.0511	0.022974	0.016758	0.041997
1:39184028	-0.0559	0.036	0.014700000000000046	0.1735	0.185398	0.012700999999999962
1:39184183	0.0131	0.0181	0.0289	0.003681	0.022839	0.021425
1:39184285	-0.0328	0.0199	0.02639999999999998	-0.044939	0.023764	0.023367
1:39184365	-0.014	0.0113	0.07950000000000002	-0.016197	0.013727	0.063167
1:39184453	-0.0141	0.0113	0.07950000000000002	-0.016173	0.013728	0.063168
1:39184503	0.0144	0.0139	0.051	0.023166	0.016778	0.042497
1:39184654	-0.0113	0.0182	0.02939999999999998	-0.003942	0.022846	0.02129
1:39184659	-0.0013	0.009	0.1508	-0.01889	0.009512	0.158901
1:39184945	-0.0444	0.0255	0.03320000000000001	0.014656	0.026303	0.02418
1:39184946	0.0445	0.0255	0.0332	0.004234	0.022859	0.021273
1:39184947	0.0461	0.0256	0.0328	0.015383	0.026343	0.02412
1:39184948	-0.0117	0.0182	0.02939999999999998	-0.004365	0.022859	0.021274
1:39184993	-0.0111	0.0182	0.02949999999999997	0.003624	0.022847	0.021313
1:39185319	0.0115	0.0288	0.0383	0.011023	0.018592	0.045548
1:39185440	0.0118	0.0181	0.029	0.004509	0.022861	0.021518
1:39185487	-0.0136	0.0181	0.030000000000000027	-0.003838	0.022635	0.022401
1:39185493	-0.0052	0.0158	0.04679999999999995	0.050499	0.022209	0.055299
1:39185527	0.0084	0.0165	0.15549999999999997	-0.025301	0.013649	0.128907
1:39185531	-0.0042	0.0157	0.12519999999999998	0.001538	0.016043	0.110058
1:39185539	-0.0366	0.0256	0.04090000000000005	0.061966	0.032434	0.034936
1:39185547	-0.0259	0.046	0.0203	0.078491	0.05479	0.027704
1:39186307	0.0139	0.0113	0.0795	0.016658	0.013737	0.063193
